Review Date,Ratings,Comment,Comment Cleaned,Label
2025-04-07 22:30:15,1,game lo gak ramah player baru karena gak bisa skip story kocak. capek kata player baru mending gak main,game ramah player skip story kocak capek player mending main,Negative
2025-04-07 19:18:53,1,"GAME KEBANYAKAN YAPPING. EVENT JUGA YAPPING GAK JELAS DEMI 40 PRIMO. UDAH KALAH RATE OFF 3X BERTURUT TURUT, AWAS AJA GAK DAPET RADIANCE YANG KAU JANJIKAN ITU UDAH LAH BIKIN TAMAT AJA INI GAME DI snezhnaya dah capek gw main nya. mau pensi tapi masih penasaran 🥲. dah gitu aja makasih",game banyak banya bicara event banya bicara primo udah kalah rate x awas aja dapet radiance kau janji udah bikin tamat aja game snezhnaya dah capek main pensi penasaran dah aja makasih,Negative
2025-04-07 17:27:38,1,"bosenin, mid story",bosan mid story,Negative
2025-04-07 16:55:06,1,game puki,game puki,Negative
2025-04-07 14:50:26,1,kurangin gb nya woiiii,rangin gb woiiii,Negative
2025-04-07 14:44:48,1,kikir skrg gw g seneng sm genshin skrg aku kangen genshin yng lama.,pelit neng sm genshin kangen genshin,Negative
2025-04-07 14:18:03,1,akun gw ilaaaaaamg!!!!!,akun ilaaaaaamg,Negative
2025-04-07 13:37:37,1,saya sudah lelah dgn karakter famale di setiap update,lelah dgn karakter famale update,Negative
2025-04-07 13:32:48,1,game kikir,game pelit,Negative
2025-04-07 13:06:15,1,"kikir baget dev nya,gk dengerin player nya",pelit baget developer dengar player,Negative
2025-04-07 12:59:51,1,"terlalu berat, game nya juga kikir g seperti adek adeknya. tapi tetep gw mainin 😹",berat game pelit adek adeknya tetep mainin,Negative
2025-04-07 12:54:53,1,"dadah game kikir, saya pindah hsr aja 🗿",dadah game pelit pindah hsr aja,Negative
2025-04-07 10:53:48,1,Ok,ok,Negative
2025-04-07 10:43:34,1,kikir,pelit,Negative
2025-04-07 10:36:13,1,developer kikir,developer pelit,Negative
2025-04-07 09:58:40,1,scam,scam,Negative
2025-04-07 09:30:38,1,Ngebosenin,bosan,Negative
2025-04-07 08:03:41,1,"tahun 2025 masih main game barbie yang gak ada peningkatan kualitas dan minim QOL? story tidak menarik, gameplay keren tapi monoton dan lambat? devs kepala batu yang hanya peduli komunitas player CN? ayolah bung sudah banyak game anime-style rpg berkualitas yang sudah maupun akan segera rilis di tahun ini, tinggalkan saja devs rakus ini.",main game barbie tingkat kualitas qol story tarik gameplay keren monoton lambat devs kepala batu peduli komunitas player cn ayo game anime style rpg kualitas rilis tinggal devs rakus,Negative
2025-04-07 05:20:53,1,Gk ramah,ramah,Negative
2025-04-07 04:36:47,1,jelek,jelek,Negative
2025-04-07 03:28:31,1,membosankan☝😌,bosan,Negative
2025-04-07 02:41:19,1,udah kasih bukti2 ke email maaf akun game kamu gak bisa di pulihkan padahal udah kasih bukti jelas bahwa ini akun saya masih aja gak percaya gimana mau betah main game ini akun aja kena hack melulu,udah kasih bukti email maaf akun game pulih udah kasih bukti akun aja percaya gimana betah main game akun aja kena hack melulu,Negative
2025-04-07 02:35:50,1,"Battle monoton, cerita mid dan terlalu banyak dialog yang terlalu muter-muter bikin susah dalam fokus ke ceritanya. misi juga monoton dan bosenin banget sekedar eksplore/ngalahin musuh/puzzle.",battle monoton cerita mid dialog muter muter bikin susah fokus cerita misi monoton bosan dar eksplore ngalahin musuh puzzle,Negative
2025-04-06 23:58:09,1,"game jelek, gabisa perfect dodge gbisa gsw",game jelek gabisa perfect dodge gbisa gsw,Negative
2025-04-06 23:53:51,1,"dahlah , sakit hati lagi gak dapet mauvika 💔",dah sakit hati dapet mauvika,Negative
2025-04-06 23:40:59,1,Ok kau kikir,ok kau pelit,Negative
2025-04-06 23:04:03,1,game gak ada inovasi,game inovasi,Negative
2025-04-06 22:53:51,1,Makin sini makin aneh developer nya,aneh developer,Negative
2025-04-06 21:35:27,1,"Game open world yang bagus dengan cerita yang menarik. Sisi negatifnya cuma sistem gachanya, hahaha",game open world bagus cerita tarik sisi negatif sistem gachanya hahaha,Negative
2025-04-06 21:06:20,1,"tolong ya, dengerin apa saran para player, sekarang gameplaynya ngebosenin, monoton, gaada fitu skip dialog atau ga setidaknya bisa dipercepat, ada kali player 1 jam lebih player duduk doang ngedengerin karakter ngoceh, mending klo dialognya penting, terus eventnya ga nyambung sama lore, eventnya cuman ya gitu-gitu aja, gaada yang menarik, sistem gacha? ancur. Sebenarnya masih ada banyak, tpi mau dijelasin panjang lebar klo ga didengerin ya percuma.",tolong dengar saran player gameplaynya bosan monoton fitu skip dialog cepat player jam player duduk doang dengar karakter ngoceh mending dialog eventnya nyambung lore eventnya cuman aja tarik sistem gacha hancur dijelasin lebar didengerin,Negative
2025-04-06 17:22:03,1,fix your honkai star rail power creep system trash game,fix honkai star rail power creep system trash game,Negative
2025-04-06 16:07:05,1,Asli ini game keren,asli game keren,Negative
2025-04-06 15:51:50,1,ngobesenin gitu gitu aja gk ada yang baru,ngobesenin aja,Negative
2025-04-06 09:59:11,1,sorry rumput tetangga lebih hijau,sorry rumput tetangga hijau,Negative
2025-04-06 06:36:13,1,pity always deep,pity always deep,Negative
2025-04-06 03:33:28,1,Semangat terus mihoyo,semangat mihoyo,Negative
2025-04-06 02:58:59,1,loading lama aki nungguin satu hari masih belum selesai,loading aki nungguin selesai,Negative
2025-04-06 01:37:05,1,sekarang game nya sangat monoton begitu² saja. terlalu banyak fan service sehingga membuat kami yang hanya ingin bermain menjadi merasa jijik. melihat banyak karakter² baru yang seakan kehilangan true story nya dan diciptakan hanya untuk menjadi 'pemuas'. gameplay di Natlan juga saya kira akan wow ternyata wah mengecewakan semuanya.,game monoton begitu fan service main jijik karakter akan hilang true story cipta muas gameplay natlan wow kecewa,Negative
2025-04-06 01:33:12,1,"aku sudah bermain game ini begitu lama dan sangat tidak beruntung, apalagi saat mekanisme baru capturing radian muncul aku tidak pernah mendapatkan nya, apalagi aku sudah kalah rate off 3x berturut-turut",main game untung mekanisme capturing radian muncul kalah rate x,Negative
2025-04-05 16:22:18,1,"saya tidak suka patch natlan, menurutku itu buruk astaga, lihat saja karakter nya damn desainnya jelek jir, terus nih game minim improve dev budeg pula gamau dengerin player sombong bener lu",suka patch natlan turut buruk astaga lihat karakter damn desain jelek nih game improve developer tuli dengar player sombong,Negative
2025-04-05 16:16:16,1,game ampas,game jelek,Negative
2025-04-05 15:40:53,1,waktu pengumpulan resin terlalu lama,kumpul resin,Negative
2025-04-05 14:02:09,1,"gamenya seru tapi sizenya gak ngotak, hp apapun kayaknya GK bakal mampu main ini game, 30gb lebih dah besar eh ini malah update lagi, baru aja dimain.. yg bener lah developer, kalo mau update jangan ngasih gb gk ngotak, game sebelah aja gk seberat ini",gamenya seru sizenya pakai otak hp apa main game gb dah eh update aja main developer kalo update ngasih gb pakai otak game belah aja berat,Negative
2025-04-05 13:01:41,1,"Semakin lama karakter laki laki semakin berkurang, saya juga sangat kecewa karena Capitano yang tidak playable. Dialog di gamenya juga panjang sekali, lalu ketika harus mengulang dialog karena sinyal yang jelek dialognya tidak bisa diskip seperti hsr:'(",karakter laki laki kurang kecewa capitano playable dialog gamenya ulang dialog sinyal jelek dialog skip hsr,Negative
2025-04-05 13:00:40,1,lama banget danwlot datanya,danwlot data,Negative
2025-04-05 11:57:22,1,"di tunggu char male bugiel nya hoyo, kan female char nya udah tu 🥰🥰",tunggu char male bugiel hoyo female char udah tu,Negative
2025-04-05 10:16:06,1,Tombol skip story nya mana boss pengen main lagi tapi bukan penikmat story di rl jg gw orang nya slalu sibuk,tombol skip story boss ken main nikmat story rl jg orang sibuk,Negative
2025-04-05 07:00:42,1,Sering kena rate off,kena rate,Negative
2025-04-05 06:31:39,1,mendownload data terlalu lama,mendownload data,Negative
2025-04-05 05:54:13,1,"semoga konsep nya tetap konsisten y. masuk natlan kemarin bertepatan pas hype nya palworld. konsep iansan awal dl bocil sangar, dah akhirnya beda jauh pas rilis. sekian dan terima kasih atas 4 tahun bersama",moga konsep konsisten masuk natlan kemarin tepat pas hype palworld konsep iansan dl bocil sangar dah beda pas rilis sekian terima kasih,Negative
2025-04-05 03:29:52,1,"Game buruk 😜 bisa"" nya aku main Game kapitalis dan jelek ini dulu. udah gitu primo yang kita dapat sedikit dan Event nya juga dikit. Karakter nya juga jelek"" Kepala Karakter nya banyak yang kegedean njir. Animasi yang kaku tidak Smooth membuat saya mau muntah 🤮 dan lagi MC nya Yang Cowo kayak boti 🤮 apa coba udel nya keliatan gitu 🤮 kagak keren"" sama sekali njir. mending main Wuwa ygy udah smooth parah, Cutscene nya juga keren"" MC nya juga Tampan dan keren😎 gak kayak di genshilit MC boti 🤮",game buruk main game kapitalis jelek udah primo event dikit karakter jelek kepala karakter gede njir animasi kaku smooth muntah main character cowo bot coba udel liat kagak keren njir mending main wuwa ygy udah smooth parah cutscene keren main character tampan keren genshilit main character bot,Negative
2025-04-05 01:04:22,1,kikir terlalu P2w,pelit p w,Negative
2025-04-04 23:57:30,1,"i hate genshit, 5 tahun sejak rilis ga ada perubahan, QoL di lock dibalik paywall, natlan yang immersion breaking, ga jelas karakter nya mw jadi apaan.",hate genshit rilis ubah qol lock balik paywall natlan immersion breaking karakter,Negative
2025-04-04 23:41:37,1,"ngelag woi, masa ram 16 gb berat bener maennya",ngelag ram gb berat maennya,Negative
2025-04-04 22:05:52,1,anjing kga ngotak size data nya 30gb harus di download,anjing kga pakai otak size data gb download,Negative
2025-04-04 17:54:03,1,"please help me fix the lag on my phone, so the game should be made easier to play on phones with less power",please help fix lag phone game made easier play phones less power,Negative
2025-04-04 17:46:18,1,"pliss wokk, kurangi size nya 😭😭, Poco X3pro ku panas membara 😭, udah 3× ganti Poco X3pro wok 😭😔",pliss wokk kurang size poco x pro panas bara udah ganti poco x pro wok,Negative
2025-04-04 15:39:04,1,kikir,pelit,Negative
2025-04-04 14:14:28,1,tolong di permudah dala eksplorasi,tolong mudah dala eksplorasi,Negative
2025-04-04 13:48:44,1,"mohon kepada MIHOYO, ""colldown resinya dipercepat"" soalnya klo quest selesai semua gk tau harus ngapain apalagi yg malas explore",mohon mihoyo colldown resi cepat quest selesai tau ngapain malas explore,Negative
2025-04-04 13:16:18,1,"This game is absolute garbage. The developers or even the whole company clearly don't care about their players. They've never listened, and it's obvious they never will. ENJOY THE MONEY!!!",game absolute garbage developers even whole company clearly care players never listened obvious never enjoy money,Negative
2025-04-04 10:58:19,1,game yang mantap,game mantap,Negative
2025-04-04 09:48:09,1,lama ngunduh nya game burik,ngunduh game burik,Negative
2025-04-04 08:07:27,1,membosankan,bosan,Negative
2025-04-04 06:30:37,1,pity nya jelek ga baik buat player ftp,pity jelek player ftp,Negative
2025-04-04 04:11:00,1,lo maksa gk ada fitur skip? lo kira orang gk punya aktifitas lain selain liatin dialog npc yang gk jelas itu?? orang sultan pada joki quest orang biasa pada pindah game/pensi,maksa fitur skip orang aktifitas liatin dialog non player character orang sultan joki quest orang pindah game pensi,Negative
2025-04-04 03:26:53,1,kalian dan game ini adalah sapi perahnya mihoyo,game sapi perah mihoyo,Negative
2025-04-04 02:30:26,1,Game Boring,game boring,Negative
2025-04-04 00:58:49,1,how many years left until you become generous? let me guess.... around 1 year~,many years left become generous let guess around year,Negative
2025-04-03 21:07:11,1,banyak bocil genshin yg fomo nurunin rating,bocil genshin fomo nurunin rating,Negative
2025-04-03 20:06:58,1,my account missing twice F2P dark system mihoyo,account missing twice f p dark system mihoyo,Negative
2025-04-03 16:29:11,1,gamenya kurang dark mc femboy babu,gamenya dark main character femboy babu,Negative
2025-04-03 16:01:48,1,game kikir,game pelit,Negative
2025-04-03 15:42:49,1,Player nya public enemy semua,player public enemy,Negative
2025-04-03 13:28:02,1,just give us more male characters in this game.,give us male characters game,Negative
2025-04-03 12:48:27,1,"Jadilah Game Baik, yg ramah dengan yang top up",game ramah top,Negative
2025-04-03 12:45:21,1,"hahaha akun gw ilang jir, udah nge hubungin cs nya malah ga di respon, kacau kacau di pikir akun gw tuh masih levil 5? kecewa si, minimal kalo gabisa balikin akun ya respon ga si?",hahaha akun hilang udah nge hubungin cs respon kacau kacau pikir akun tuh levil kecewa si minimal kalo gabisa kembali akun respon si,Negative
2025-04-03 12:27:19,1,kebanyakan yeping ngantuk,banyak yeping ngantuk,Negative
2025-04-03 12:19:40,1,"maaf saya kasih bintang 1 dulu knpa pas saya main kok lag yah koneksi lancar, terus saya ubah grafik ke low malah tambah parah device masih baru kok lag aneh tolong di bantu dong jika susah bener saya kasih bintang 5",maaf kasih bintang knpa pas main lag yah koneksi lancar ubah grafik low parah device lag aneh tolong bantu susah kasih bintang,Negative
2025-04-03 11:03:58,1,"developer nya budek, gak dengerin keluh kesah para player",developer budek dengar keluh kesah player,Negative
2025-04-03 10:22:29,1,Game kapitalis,game kapitalis,Negative
2025-04-03 10:20:35,1,"game jelek, mc ga ada perkembangan, cmn sampah",game jelek main character kembang cmn sampah,Negative
2025-04-03 10:07:21,1,Developer terburuk yang pernah ada tidak pernah mau mendengarkan feedback player paling parah bagian qol nya pun tidak ada peningkatan hanya gimmick dan penyakit yapping gila terlalu berlebihan cukup muak maen game satu ini terutama primo yang bisa kita dapatkan terlalu sedikit kurang rekomen kalo kalian mau comeback atau baru bermain lebih baik cari game lain aja,developer buruk dengar feedback player parah qol tingkat gimmick sakit banya bicara gila muak maen game primo dapat rekomen kalo comeback main cari game aja,Negative
2025-04-03 09:57:21,1,Karena dapet varesa sm weapon nya di high pity aku kasih B1,dapet varesa sm weapon high pity kasih b,Negative
2025-04-03 09:15:29,1,"Hilangkan Bug Limit Login ""To Many Request Dan Akun Terancam Beresiko"" 🤬🤬🤬",hilang bug limit login many request akun ancam resiko,Negative
2025-04-03 08:41:33,1,game kikir,game pelit,Negative
2025-04-03 06:36:57,1,sering terputus dan ulang quet,putus ulang quet,Negative
2025-04-03 06:36:28,1,"design amburadul, chara cowok woe",design amburadul chara cowok woe,Negative
2025-04-02 23:11:56,1,"Game kebanyakan yapping, bikin fitur skip aja ga mampu 😡",game banyak banya bicara bikin fitur skip aja,Negative
2025-04-02 20:55:57,1,"AR 46 gak dapet 1 pun karakter hidro n b5 gila ampas bgt kalah rate off piti 90🤣, dasar game kikir",ar dapet karakter hidro n b gila jelek bangent kalah rate pit dasar game pelit,Negative
2025-04-02 17:05:16,1,"KEBANYAKAN YAPPING!!! ngelarin story 3 jam, hadiah tidak seberapa",banyak banya bicara ngelarin story jam hadiah,Negative
2025-04-02 16:52:45,1,"aku dapat childe c1, baru kukasih b5",childe c kasih b,Negative
2025-04-02 16:28:30,1,"-Reward terlalu kikir -Craft Artifak berakhir jadi Sampah (kikir) -Cooldown resin telalu lama, 8 menit ngisi 1 resin doang (kikir) -Farming artifak jadi sampah tetapi musuh spiral abyss dibikin sulit. gak balance - Cooldown reset spiral abyss dan imaginarium terlalu lama. (kikir) -Event jadi terlalu rasis. Di patch yang sudah mendekati region terakhir ini. developer masih kikir.",reward pelit craft artifak sampah pelit cooldown resin talu menit ngisi resin doang pelit farming artifak sampah musuh spiral abyss bikin sulit balance cooldown reset spiral abyss imaginarium pelit event ras patch dekat region developer pelit,Negative
2025-04-02 13:34:45,1,"Bosan, sistem pity buat nangis, kalah rate off plus hard pity mulu, kikir banget",bosan sistem pity nang kalah rate plus hard pity mulu pelit,Negative
2025-04-02 13:13:31,1,game kikir banyak bot toxic mc boti fans halu,game pelit bot toxic main character bot fans halu,Negative
2025-04-02 13:00:02,1,ga masuk masuk!!!!,masuk masuk,Negative
2025-04-02 11:23:28,1,"Game ini sudah tidak layak dimainkan karena dalam segala aspek sudah kalah jauh dengan Wuwa. Sudah 4 tahun gak ada tombol skip, mc juga masih sampah, cuma versi lemah mavuika, material domain masih dibatasi dengan hari padahal di Wuwa gak gitu, biaya resource yang dibutuhkan untuk menaikkan level karakter dan talent lebih mahal dibandingkan di Wuwa, material weekly boss sangat random padahal di Wuwa hanya ada satu saja dan boss yang sama bisa sampai 3 kali, kenapa di game ini hanya bisa 1 kali?",game layak main aspek kalah wuwa tombol skip main character sampah versi lemah mavuika material domain batas wuwa biaya resource butuh naik level karakter talent mahal banding wuwa material weekly boss random wuwa boss game,Negative
2025-04-02 11:13:30,1,"Tolong berikan saya akun hoki,akun utama saya selalu kalah rate off di pity 75 keatas,rate on pun selalu Pity 75 keatas semua...TOLONG!!!!",tolong akun hoki akun utama kalah rate pity atas rate pity atas tolong,Negative
2025-04-02 06:27:01,1,"game kaku, npc kurang interaktif terus muka nya template. mc nya gk guna",game kaku non player character interaktif muka template main character guna,Negative
2025-04-02 02:08:34,1,mb dan gb nya dikecilin kek seukuran mlbb sama Hok gitu biar bisa dimainkan semua orang,mb gb dikecilin ukur mlbb hok biar main orang,Negative
2025-04-02 01:54:08,1,Jangan banned orang tanpa alasan saya sudah bermain ini game hoyo yang lain dengan akun email yang sama terus tiba tiba hari ini Rabu 2 April 2025 akun saya kebanned dan itu ngaruh semua ke akun hoyo saya yang lain yaitu honkaistarrail dan zenles zone zero saya sudah bermain game ini sangat sangat lama tapi saat tiba-tiba akun saya kebanned hati saya hancur gabisa berkata kata saya benar benar kecewa dengan game hoyoverse padahal saya membeli hp spek bagus buat mainin ini game tapi malah diban😔,banned orang alas main game hoyo akun email rabu april akun kebanned ngaruh akun hoyo honkaistarrail zenles zone zero main game akun kebanned hati hancur gabisa kecewa game hoyoverse beli hp spek bagus mainin game ban,Negative
2025-04-02 01:28:38,1,Mau main aja harus nunggu 10 menit kocak,main aja tunggu menit kocak,Negative
2025-04-01 16:42:41,1,"GAME KNTLLLLLLLL,YAPPING MLU AJINGHHG SIDE STORY JELEKK JG,TOMBOL SKIPP AJGG,STORY LU JELEK BOSENIN PAKE ANIMASI TEMPLATE PATAH2 CRINGE,GK USAH DIBIKIN PANJANG2 BNGSADD",game kntllllllll banya bicara mlu ajinghhg side story jelekk jg tombol skipp ajgg story jelek bosan pake animasi template patah cringe bikin bngsadd,Negative
2025-04-01 14:37:43,1,greedy,greedy,Negative
2025-04-01 13:42:54,1,Improvisasi dan pengembangan game nya sangat jelek atau malah bisa dibilang menurun,improvisasi kembang game jelek bilang turun,Negative
2025-04-01 12:32:54,1,five star if you listen to your feedback,five star listen feedback,Negative
2025-04-01 09:41:04,1,"tolonglah akun saya kena hack... padahal saya tidak melakukan apapun, saya baru tahu sekarang karena saya sudah lama hiatus",tolong akun kena hack apa hiatus,Negative
2025-04-01 09:35:30,1,game yapping tai hoyo pelit reward kikir burik,game banya bicara tai hoyo pelit reward pelit burik,Negative
2025-04-01 08:04:12,1,"game tolol kebanyakan yapping, tolong tambahkan fitur skip story",game tolol banyak banya bicara tolong tambah fitur skip story,Negative
2025-04-01 06:46:38,1,"Game sampah, banner character di up buat apa tolol kalau dapatnya gk ada satupun dari banner? yg di up character dapatnya senjata b4 yg gk di up dari sekian banyak item yg di up. artefak juga sama aja. mau farming artefak sampai kiamat lo buat gacha?",game sampah banner character tolol dapat satu banner character dapat senjata b sekian item artefak aja farming artefak kiamat gacha,Negative
2025-04-01 05:09:14,1,Gooner game,gooner game,Negative
2025-03-31 23:22:03,1,Game rpg mobile terbaik yg pernah gua mainin?... Nahh bro🙌😒itu dulu skrg ganti bintang 1 aja... developer sombong ngga mau mendengar feedback para player,game rpg mobile baik mainin nahh bro ganti bintang aja developer sombong ngga dengar feedback player,Negative
2025-03-31 19:32:55,1,bosennnnn,bosennnnn,Negative
2025-03-31 13:51:40,1,"tantangan barunya susah2 reward nya dikit, aplah ni game yg main banyak ngasih hadiah dikit bgt, tlol",tantang baru susah reward dikit aplah ni game main ngasih hadiah dikit bangent tlol,Negative
2025-03-31 11:31:40,1,game kikir,game pelit,Negative
2025-03-31 11:31:31,1,developer kikir,developer pelit,Negative
2025-03-31 08:56:19,1,kikir apalah,pelit apa,Negative
2025-03-31 08:00:04,1,fitur skip nya mnaaa,fitur skip mnaaa,Negative
2025-03-31 04:08:02,1,"tidak bisa di buka, hp saya tidak ada masalah tapi tetap tidak bisa di buka",buka hp buka,Negative
2025-03-31 02:06:10,1,BRO I WANT TO PLAU GENSHIN BUT XIAOMI CANT,bro want plau genshin xiaomi cant,Negative
2025-03-31 01:30:47,1,loadingnya kelamaan padahal jaringan bagus... belum main udah kecewa duluan anjinggg,loadingnya jaring bagus main udah kecewa duluan anjinggg,Negative
2025-03-30 18:47:49,1,"males banget sama ini game, setiap update patch pasti download 8 GB terus",males game update patch download gb,Negative
2025-03-30 17:31:51,1,GAME RAKUS AKAN UANG,game rakus uang,Negative
2025-03-30 15:12:00,1,wuwa more better,wuwa better,Negative
2025-03-30 14:26:34,1,game kikir 😏😏,game pelit,Negative
2025-03-30 13:38:51,1,game gabut gakjelas,game gabut gakjelas,Negative
2025-03-30 12:07:09,1,kasih lah artevak yang wangi,kasih artevak wangi,Negative
2025-03-30 10:42:54,1,developer yang diskriminatif,developer diskriminatif,Negative
2025-03-30 09:59:36,1,mendonlot nya lama,mendonlot,Negative
2025-03-30 09:38:46,1,game bodo.... masa data Awal download 32 GB,game bodo data download gb,Negative
2025-03-30 08:02:24,1,tombol skip mana,tombol skip,Negative
2025-03-30 07:18:08,1,Map di Natlan ngebug jadi berwarna hitam😢,map natlan ngebug warna hitam,Negative
2025-03-30 05:05:16,1,game membosankan,game bosan,Negative
2025-03-30 04:30:08,1,masa mau main harus download 10 GB🗿🙏,main download gb,Negative
2025-03-29 20:51:57,1,ada bug gak bisa masuk gamenya,bug masuk gamenya,Negative
2025-03-29 20:41:42,1,"ehh kunyuk kalo jadi game gak usah pilih kasih lah, cuman telat download shader doang malah nambah jadi 10GB, dasar game KIKIR!!",ehh kunyuk kalo game pilih kasih cuman telat download shader doang nambah gb dasar game pelit,Negative
2025-03-29 16:11:40,1,"quest in natlan too much story, it can take for 15 min watching their dialogue. please add skip story button, i think not all of us enjoy the story. some ppl jst want adventure not watching a story. if we want story, we will go on netflix and watch a movie or anime.",quest natlan much story take min watching dialogue please add skip story button think us enjoy story ppl jst want adventure watching story want story go netflix watch movie anime,Negative
2025-03-29 10:19:39,1,Anj banget gak ada fitur telanjang,anj fitur telanjang,Negative
